========================================================================
TRANSCRIPTION REPORT
========================================================================
Fine-tuned model : ./whisper-merged-ar-ps
Baseline model   : openai/whisper-large-v3
Audio directory  : data/audio
Lectures         : 2
Total segments   : 200

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : NLP_20260221
  Segments total  : 121
  Flagged         : 4
  Duration        : 2657.1 s
  Segs w/ ref     : 121

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.7493       0.6305     0.4969
  Fine-tuned                    0.4138       0.2999     0.1729
  Improvement                  +0.3355      +0.3306    +0.3240

  Auto-flagged segments:
    segment_162: ['no_arabic (arabic_ratio=0.00)']
    segment_171: ['too_sparse (wps=0.28)', 'high_cer (cer=1.31)']
    segment_202: ['empty_transcript', 'too_sparse (wps=0.05)', 'high_cer (cer=0.95)']
    segment_224: ['repetition_loop (ratio=0.74)', 'high_cer (cer=0.97)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  derivative باتجاه X و first derivative باتجاه Y، وبعدها تحسب
  الماقنيتود، وبدك تجهو في theta. zero crossing. خلص بكفي. طبعاً مش عارف
  بصراحة إذا أنا أعطيتكم profile لـ gray scale image الـ profile كيف
  بتطلع وتنزل أعتقد في الـ slides في الـ في الـ spatial يمكن. في مثال
  عليها كيف بصير zero crossing. I think yes I remember موجود في slides.
  بتقدر ترجعوا كمان على المثال اللي حكيته. اللي طلعت معي. معناته إحنا
  بالـ first derivative هو اللي ضروري نعمل 3 shots. بالـ second
  derivative يكفيك إنك تحذر على zero crossing. بس إنت تطبق الـ send
  derivative وروح تدور في قلب الـ image. عنات الـ g of x اللي طلعت؟
  احكيلي بعد ما عمّدكوا evolution للـ image. و جدّت هالمطارح اللي فيها
  zero crossing. طبعاً هذا مثال على اللاين كيف عملنا له 3 شولدينج أخذنا
  إحنا قبل 45 الكيرد ما المشينا عليه وعملنا 3 شولدينج قلنا له يا عم اللي
  أكثر من هيك أعتبره 3 شولدينج غير هيك بديش أعتبره 3 شولدينج فهذه
  النتيجة اللي طلعت معي derivative. طبعاً في انت كيف؟ يعني فيش داعي انت
  على الـ image الأولى تريد تعملي كمان مشتقّة؟ لا بتقولي بطبّق الـ
  second derivative لا بلاس. فإحنا الـ del تبعتنا بتصير الـ del square.
  اللي هو الـ second derivative واللي هو على شكل لا بلاس. تمام؟ تمام.
  وقلبناه عشكل إيش كيرنال صح؟ يعني إذا بده طلع السكن بده أطبق أخرى مرة؟
  يعني أمشي الكيرنال أخرى مرة؟ لا، طبقوا لابلاس فوراً، اللي قابلوا
  لابلاس شو عمل؟ طلع شو عمل؟ راح على الإيميج، ما أخد الفرق بين هاي وهاي
  فقط، شو سوى؟ لا قال، الفرق بين هاي وهاي وهاي وهاي، فتلقائياً أخد إيش؟
  السكن ديريفاتيف، الكيرنال. لا هو هذا إحنا إحنا الـ first derivative
  أصلاً كيف نطبقه؟ عشان الـ kernel ببساطة. يعني الـ الـ first derivative
  كنت لك تطبقه في هذا الـ kernel البسيط. يعني إنت بتعملي مجرد هذا الـ
  kernel، ها؟ عسبيل المثال. هاد الـ first، هاد كل الـ first الـ first.
  آه والـ second derivative اللي هو لا بلاس مثلاً، وبتقدر تعمل أفضل من
  لا بلاس لسه في عنا يعني. عنا كثير كنات، أنا قصدي ما أحكي عن الـ first
  و second كله قلبناه عشان ‫ممتلّ الفكرة؟ ‫آه، واضح، دكتور. ‫- قلّي
  اسألكم كلكم بما إنّه هاتش مشفّر. ‫- دكتور، أنا لما أطبّق الـ first
  والـ second related، ‫إنّه المستخلّ الأولى والتّانية، ‫ما بحتاج أطبّق
  kernel، ‫واللي هو بعد الـ kernel. 0 crossing خلاص بتعرف إنه في إج وين
  تماماً لا في 3-should ولا بتفكر فيه. اللهم بتاخد الـ second derivative
  للـ image بتروح تدور وين في عندك 0 crossing؟ انتقلت الـ image من ناقص
  6 0 6. تقول لي استنى شوي. تتتتتو زارع عندي 0 crossing. قطع من سالب إلى
  موجب. مدام نط من سالب إلى موجب إنسى. أو من موجب إلى سالب معناته فيه 0
  crossing معناته بتقول لي هاي الـ point edge. إنسى هاي تاب على الـ
  line. مش زي الـ first derivative. فهمتوا الفكرة؟ إنه فيه Zero Crossing
  يعني نزل من Low لHigh أو من High لLow بفرقش معاي إذا ظهر أنازل يكفيك
  تعرف إنه تبحث على الـ Image وين فيه Zero Crossing هايك، وهاي طلع كيف
  في عندي نفس الشي، value في عندي، في عندي value negative، أوكي، بعدها
  تبلش ترجع للـ 0، فمضطر أرجع للـ 0. آه، شوفوا شوفوا هاي الـ point اللي
  مرت في الـ 0، اللي هي اللي عندي المشتقة لما كانت equal 0 المشتقة
  التاني، شايفينها؟ هاي يكفيك إنه فيه. لسه. لعند البيك هون النقطة التحول
  الرئيسية. نقطة التحول الرئيسية شو مشتقة عند هاي البونت يا جماعة؟ مشتقة
  هون؟ مشتقة المشتقة. شو المشتقة هون؟ أكيد زيرو. صح؟ معناته أنا مضطر
  أنزل انتبهوا هيك فجأة نفس الفكرة في هذا الاتجاه اللي أنا طالع فيه،
  بلّش يطلع وبدّي بلّش ينزل. طبعاً مش أبربت، يعني مش line، أنا مش بطلع
  وبنزل على نفس الـ line، في شوية إنحناء أكيد، فبالتالي انتبهوا، بحصر
  عندي هيك، اطلعوا كيف؟ كيف هون طلعنا ونزلنا؟ نفس الفكرة، بدي أطلع
  وأنزل، انتبهوا، هلّا هاد الـ line، أنا بس باخد في هاد الـ part لسّا،
  derivative. اللي هو الطرح للمشتقة الأولى. مشتقة المشتقة. طيب ممتاز
  تعالوا نشوفها يا جماعة الـ fair. شو المشتقة هون؟ 0 0 0 0 0 0 تمام؟
  هماشيين واضحين في الـ 0 كل شي تمام؟ طلع كيف؟ فجأة أو المينيمة. طيب على
  الـ 3، 5، 11، 60، إلّي بدك إياها. طيب سؤال، هل الماكنتـيود، هاي الـ
  value، أكبر من الـ threshold؟ مضطرّة تحط الـ threshold، مشان تحكي إذا
  بتزيد عن threshold، معناته أنا بعتبر إنّه فيّ line. طيب، نشوف الـ
  second derivative. شو الـ second derivative؟ It means، طلع كيف هون إنه
  في حالة تحول، إنه فيه انتقال، معناته فيه line عندي، طيب ممتاز، طب شو
  الـ second derivative؟ هلأ هون، طبعاً إنت حضرتك مشان تسأل، هل هاي كافي
  الـ magnitude؟ قيمة الـ magnitude للمشتقة كلها، مش بس عند equal 0، هل
  الـ magnitude هاي الـ maxima، بدنا الـ maxima أو الـ minima؟ مزبوط؟
  فبتكون local minimum. فإنت إذاً لما تعمل first derivative وتاخد الـ
  absolute value تبعتها، بدك تروح تشوف وين المشتقة equal 0، وهذا اللي
  بهمّك، لأنه عند الـ 0 إنت، إذا بتنتبهوا، عند الـ 0 it means هاي الـ
  point. ليش؟ لو أخدت الـ absolute value تبعته، يعني لما كان الـ slope 0
  بالعرب الفصيح، هاي الـ maximum. إذاً إحنا منوجد الـ maximum الـ local
  maximum، طبعاً لو إنه الرسمة بالشكلوب، لو إنه الرسمة هيك، منوجد إيش
  إحنا؟ الـ local minimum، سعيتها بيكون المشتقة تبعته هيك، مزبوط؟ أنا مش
  أبربط فجأة بنزل 0 هيك، لا طبعاً، تقول لي لا، إنتك تنزل متل ما طلعت
  بهدوء، بدك تنزل بهدوء. آه، إذاً، وبتكمل 0، صح؟ مش هيك؟ هاي الـ first
  derivative. طب شلو بهمك؟ إنت بهمك هاي الـ point. صح؟ صحيح. بده يبلش
  بده يبلش، ممتاز، معناته، انتبهوا، رح يصير عندي أنا عندي الـ
  derivative، أوب أوب، ما شاء الله تلتوصل الـ الـ best تبقى إحا، بعدها
  بيبلش إيش؟ طلّعوا الـ derivative شو مالها؟ انتبهوا، تقل. تقل. أوكي،
  بتقل الـ derivative، وبالآخر شو بترجع هون؟ طبعاً هذا بكون أوفقي، شو
  حكينا هذا؟ لـ 0. 0، معناته، طبعاً أنا مش أبربت فجأة بس، 0. وهون؟ 0.
  وهون؟ من ضل ماشيين 0 0 0، واضح إنه الـ first derivative بدنا نمشي فيها
  إحنا ماشيين عـ 0، عـ الـ first derivative، بيجي هون، واضح إنه بلّش
  التغيّر، بلّشت عميّك التصاعد صح؟ هادي F of X هادي F of X. نحكي طبعاً
  الـ F of X بدّا ما احكي F of X و Y أسهلنا. مو متاز كتير. شو الـ first
  derivative يا جماعة؟ هات لانشوف. حدا يشبكي معاي بالله لو سمحتوا what
  is the first derivative لهذا الـ curve. يلّا نمشي مع بعض. حدا يساعدني؟
  إيش المشتقّة هون؟ 0. نرسم الآن. نغير اللون. نشوف كيف الـ line profile
  تبعنا. نصغره شوي نرفعه كمان. So let's assume we have something like
  this في الـ image. هلأ بدي حاول أرسمها بإيدي مشان يكون فين إنحناء هنا
  وعمّا. هيك شوي شوي. نتأكّد ليش؟ هاتّا نرسم ونعرف ليش الـ first
  derivative ما بهمّها والـ secondary derivative المشكلة. assume هاي بدي
  أرسم ... no, let me أعمل slide إضافيّة، ثواني. أضيف slide بيضة نرسم
  عليها. Okay. Full screen. أو ال vertical. Okay. فبيكون عندي الكرنة
  الشغال بالشكل هذا. بيمسك بس ال horizontal أو ال vertical. هيك how we
  do. وبعدها نعمل thresholding ونتأكد إنه موجود أو مش موجود.
  والthresholding عادةً we need it. ركزوا معي كمان مرة. ال thresholding
  بدنا إياه بال first derivative. ال second derivative does not need
  thresholding. نتأكد ليش؟ it happens now بدل ما نعمل هذا الكلام
  alternatively we can we have we are interested in detecting all the
  lines in an image in the direction عادة عادة خلص انت امسكلي الهريزنتل
  الهريزنتل lines مثلا أو ال vertical من الأكبر؟ وين أكبر؟ معناته أنت
  تابع لهذا اللاين، إلّهو الأفكوي أو العمودي أو الـ 45 موجة أو الـ 45
  سالب، depends. So... بس this is something stupid، يعني we don't need
  to do that. عادةً عادةً، إبنّي أمسك الخطوط الأفكوي أو العمودي، of
  course في عنا إحنا كيرنل واحد، يعني it can do it، بس actually this is
  how it happens. معناته تابعة البيكسل هاي اللي لقيتها تابعة لهذا الـ
  edge اللي هو الخط 45 سالم. طب إذا لقيت هاي أكبر معناته we try to do
  like the following. We try to compute كل الـ responses من each من الـ
  kernels ومن يجي نسأل مين الأكبر؟ وبتاخد response هادا والـ response
  هادا لنفس الـ point، لنفس الـ point اللي مش مشكل الـ kernel، فبتحكي لي
  رينافرد هاي الـ response الأول، الـ response الثاني، للـ kernel
  الثالث، للـ kernel الرابع، كل راسمان هاد يجي تحكي يعمل مين أكبر واحد؟
  تحكي لي هاد، معناته اسمع الـ pixel تعود إلى خط vertical وليس أي خط آخر
  إذا إنت شاكك فينه، هي تابعة لهذا الخط، طب إذا كانت R4 اللي أكبر معناته
  can do it. طيب بيحكي لي واحد طب كيف أمسك أنا في الـ images الـ edges
  كلّاتها؟ على الأقل على الأقل للـ أوفقي والعمودي واللي بزاوية 45 موجة
  بـ 45 سالم؟ بيحكي لي ولا إشي، طبّق هالـ kernel هاتي الأربعة، طبّق هاد
  الـ kernel على الـ images، وخد الـ response تبعه. 2، أوكي، ومنقويسها
  على كل الـ points، هادا الـ kernel. هاي مش هنتقويس إيش؟ الخطوط
  العمودية. هاي مش هنتقويس الخطوط الأفقية اللي نازلة بدرجة 45 minus. طب
  هاي، مش هنتشوف للـ lines اللي طالعة أو فيها raising edge على شكل ramp
  أو raising edge بزاوية 45. طب ما بحكي الواحد فيه غير 45، بل نقول لك مش
  مشكلة، we can do it. نضربه في 2. We need to detect هاي من هاي، نطرح
  هاي، يعني 2 f of x نطرح منها هاي، نطرح منها هاي، هاي معدل التغيّر
  السابق واللاحق، هادي هو الـ second derivative ببساطة يعني، في مفهوم
  الـ image عم نسّله الـ pixels. فعمليّاً، فهمتوا ليش الـ operator هيك
  شكله؟ لأنه هاي الـ point اللي قبلها وهي الـ point اللي بعدها، وهي
  ضربناها في 2، okay. الـ center. آه، أوكي، معناته f of x plus 1 و f of
  x طلع كيف؟ minus 1، كلاتهم بدنا نكريم منهم إيش؟ مرتين ما هي 2 f of x.
  من هون أجد فكرة إنه 2 بالنص، انتبهوا، مضروبة في 2، هلأ نرسمها؟ آه
  فعندي 3 بيكسلز كيف بوجد الساكند ديريفاتيف؟ قلنا سهلة كيف؟ بتقول لي هاي
  اللي بعدها ناقص السنتر وهاي ناقص السنتر بيكسلز. اوكي؟ فأنا بدّي اشوف
  عند الـ value هاي عند f , طبعاً بس أنا باخد x أسهل برج التسهيلة،
  وبتحكي لي في عندي هون f اللي بعدها، وكان في عندي أصلاً قبل هنسينا
  نرسم، هلّا نرسمها. vertical lines vertical lines ما هو بتقولك اللي
  تبعتبد على الـ derivative بحكي لك أيوة طيب هي second derivative. شي هي
  الـ second derivative؟ هلأ مش هنذكركم فيها الـ second derivative كانت
  قائمة على هذا الـ concept على هذا انتبهوا. الـ first derivative اعتمدت
  على 2 pixels بحد بعض. لكن الـ second derivative اعتمدت على 3 pixels.
  طيب، let's move يعني a bit more، وبتحكيلي تعالي نشوف إلنا شوي هيك
  better algorithm، هذا الـ algorithm نوعًا ما بده يحاول يمسك الـ line،
  مش مجرد الـ point. Yes، في عنا different actually, different masks
  that can help us to detect horizontal lines. is above if the response
  اللي هو هذا الكمبيوتشن اللي هو الكونفولوشن هاي ضرب هاي زائد هاي زائد
  هاي زائد هاي طبعاً بالناقص زائد هاي زائد هاي كل ياتو بده أطرح منه هاي
  الكلمة المضربة بأربعة إذا كانت أعلى من three-should have the response
  معناته yes we agree there is a point otherwise no there's no point إذا
  أخذنا الأربعة neighbors برضه لا بلاس هذا بس أربعة neighbors بياخد إذا
  متذكرين يصير قيمته هيك. تمام؟ فأنا مضطر آجي أقويس if the threshold is
  above it's a point. T عادةً لازم تكون positive. الـ 3 شوية بنحطه
  positive. والـ response هو عبارة عن some of the products of the
  coefficients. Of course هاي ضرب هاي وهي ضرب هاي لقبال هالـ crossbook
  وهي ضرب هاي ضرب هاي. ضرب هاي يعني عملياً إجمع الجيران واترحهم من قيمة
  8 مضروب الجار. طبعاً الـ 8 ليش؟ مش 4. لأنه اضطررنا ناخد الـ 8
  neighbors. بس إذا أخدنا So a point can be detected at any location on
  which the mask is computed إذا كان الـ response عند ذاك الـ mask أعلى
  من الـ threshold معين معناته yes it's a point الـ second خلص محلولة
  هلّي بنحكي كيف محلولة بس الـ first derivative مشكلتي فيه إنّه إنّه
  seriously إذا أنا اضطريت أعمل first derivative مشان أمسك الـ edge أنا
  مضطر أروح أعمل thresholding طب بتقولي و الـ second بحكي لك لا هو مجرد
  zero crossing قال أبشرحه يعني بنفهم كيف الأمور سهلة في الـ second
  derivative و كيف الـ zero crossing برجع أذكركم فيه so a point can be
  يعني how to do it in a better way في طريقة smart أكتر إنّا نستخدم
  multiple thresholding. Okay؟ فإذاً، إذاً أنا فكرتي إنّو أنا I can use
  operator بس هذا الـ operator بما إنّو نحكي على يعني عم نستوّل point،
  اللي أرجح، اللي أرجح في الـ point أنا بحكي على الـ first derivative،
  انسوني من الـ second. الـ second الـ second

========================================================================
END OF REPORT
========================================================================
