========================================================================
TRANSCRIPTION REPORT
========================================================================
Fine-tuned model : ./whisper-merged-ar-ps
Baseline model   : openai/whisper-large-v3
Audio directory  : data/audio
Lectures         : 2
Total segments   : 300

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : NLP_20260221
  Segments total  : 221
  Flagged         : 7
  Duration        : 4848.4 s
  Segs w/ ref     : 221

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.7138       0.5914     0.4572
  Fine-tuned                    0.3899       0.2201     0.1755
  Improvement                  +0.3240      +0.3713    +0.2818

  Auto-flagged segments:
    segment_029: ['repetition_loop (ratio=0.99)', 'high_cer (cer=1.56)']
    segment_055: ['repetition_loop (ratio=0.97)', 'no_arabic (arabic_ratio=0.03)', 'high_cer (cer=1.48)']
    segment_154: ['repetition_loop (ratio=0.89)', 'too_dense (wps=8.33)', 'high_cer (cer=4.48)']
    segment_162: ['no_arabic (arabic_ratio=0.00)']
    segment_171: ['too_sparse (wps=0.21)']
    segment_202: ['too_sparse (wps=0.10)', 'high_cer (cer=0.74)']
    segment_209: ['repetition_loop (ratio=0.99)', 'too_dense (wps=8.63)', 'high_cer (cer=11.12)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  هلّا هاي القيمة من وين جاي؟ من وين جاي؟ 2.5، جاي من عملية الضرب، الـ
  TF لكلمة run، طبعاً بعد ما تتحوّل بعد ما يتّاخذها الـ log، من عمل
  dampening إلها، في معادلة، بس هي هاي بتمثّل الـ frequency يعني، الـ
  frequency للكلمة، لكلمة run في الـ document D1. document d1 ممكن تكون
  1.5، طبعاً الـ frequency بتكون الشيكة، كسر، بس لما توخذ الـ look الـ
  count بتحوّل، هكذا. الـ IDF، الـ IDF بيكون عمستوى الـ corpus مش عمستوى
  الـ document، الـ IDF لكل مترين ممكن يكون كم؟ كم؟ كلمة run هاي بتتكرر
  في كل الـ documents؟ لا، ممكن تتكرر في 10، فممكن فبالتالي ممكن تكون
  هاي عاليش، 2. فلما تضرب هذول في بعض، بطلع عندك الـ TF-IDF لكلمة run في
  document D1، ممكن تكون 3 إذاً. فإذاً عند كل document document عند كل
  document لكل كلمة أنا قدرت أحسب قيمة، هاي القيمة شو بتعكس؟ بتعكس
  شغلتين، قديش الكلمة هاي متكررة في الـ document وقدّيش هي نادرة في كل
  الـ corpus بشكل عام، لإنّه نترتها مهمة بتعكس الـ topic بالعادة، بلاص.
  class. هلّا هي في الـ Python مثلاً في عندك class 1، تعطيه الـ
  document، تعطيه كل شي مع شويه parameters بيحسبلك كل هدول الـ vectors
  عمستوى الـ codes، بس لازم يكونوا عارفين الـ semantics إلها. فيك في الـ
  TF-IDF ومهم في الـ NLP برضه، ونازم نعرف معناه وشو فكرة كل وحدة منها.
  تفضّل. التوضع. ... بالضبط، وقلّب حدوث هاي الكلمة في الـ document
  الثانية، إذا اتكررت كثير الكلمة في الـ document وقلّب حدوثها وظهورها
  في الـ document الثانية، بيرتفع كثير الـ TFID. tf-idf. ... يعني بكل
  قرآن مش دائماً الـ stop words إنّك تشيلها وتتخلّص منها، مهم، حسب الـ
  NLP task. in practice، most Naive Bayes algorithm use all words and do
  not use stop word lists. board lists. ... sentiment and binary naïve
  Bayes. ... طب، نوخذ بس مقدّمة وعلينا نوخذ استراحة. إذاً نراجعكم شو هو
  الـ sentiment analysis analysis، هاي task مهمّة في الـ NLP، بعطيني
  انطباع الـ users عادةً عن documents موجودة بالعادة، والـ special cases
  زي ما رح نشوف، هلّأ كيف بدنا نستخدم الـ Naive Bayes في الـ sentiment
  analysis؟ كيف بدنا نطوّر عليه لتو؟ بقلّك هون أفترض إنّه في عندك في
  عندك كم في الـ training dataset؟ مجموعة من الـ documents، 1، 2، 3، 4،
  5، 3 منهم negative، الـ user هو يكتب كان عنده انطباع سيّي، في عندك 2
  users أعطوا انطباع جيّد، يعني positive، positive. ... إذا شو الـ task؟
  كلّه أخذناه، بس نستعرضهم بس، كلّه أخذناه. parameter estimation، بعدين
  inference عمل. هاي الـ training dataset هون عشان يحسب الـ prior،
  احتماليّة كل class. ليش 3 عالـ 50؟ 3 من 5، 2 عالـ 5، 2 من 5.
  likelihood، top-buck طبّق relative frequency مع الـ ablation
  smoothing. عند كل كلمة، شوف إنت بدّك تشوف بدّك طبّعاً هو ما عملش
  enumeration لكل الكلمات هون، بس بدّك تشوف كل الكلمات المختلفة اللي هون
  شايفين؟ كل الكلمات المختلفة بدّك تحسب احتماليّة كل وحدة فيهم عند كل
  class. كل class. فهون أخذ هو بس 3، بس حسبلك عند predictable وـ no و
  fun. حسبلك test، test case. آه، آه بس ركّز على الكلمات اللي في الـ
  test case، تمام، ما أخذش كل الـ parameters، بس هو إذا بدّك إنت تحسب
  الـ parameters، بدّك تحسبها على كل الكلمات، بس هون فعلاً هو أخذ
  الكلمات اللي موجودة الموجودة في الـ test أهمل الـ مثلاً الـ wave، فإذا
  من كل هذول شاف احتمالات الـ predictable given minus، كيف حسبها هاي؟ من
  إين جاءت الـ 14 مثلاً؟ ... negative. negative، بدنا خلينا نعدّه 1، 2،
  3، 4، 5، 6، 7، 8، 9، 10، 11، 12، 13، 14، فعلاً. طب منين جت الـ 20؟
  عندي الكلمات المختلفة في الـ training dataset. هاي الـ 1 عرفنا منين
  جت، شو يعني 1 هاي؟ يعني هاي انذكرت مرّة وحدة مرّة وحدة؟ مرّة وحدة في
  الـ negative. وهكذا، يعني إذا بدّك تتأكّد إنّه شغلك صح، لازم هدول كل
  الـ probabilities هذول عند class negative لكل الكلمات طبعاً يكونوا
  sums up to 1. 16، 16، 17، 18، 19، 20، 21، بس هاي تكررت؟ تكرر، آه 19،
  20، آه، هاي بعدّهاش. وآه، نقرأ، بس أنا مقفل. أناي؟ نعم. عنّه. هلّأ شو
  عمل هون بالآخر؟ هون بلّش يستخدم الـ inference، لإنّه جهّز الـ model
  parameters. كيف طلعت هاي؟ هو ضربهم، ضربهم الـ probabilities أعتقد، ما
  أخذش الـ log، لإنّهم عددهم قليل، عدد الكلمات قليل. قليل، فبالتالي طلع
  عنده 2 probabilities، هاد الـ inference، تذكروا له الـ probability للـ
  class، الـ probability للـ document given للـ class، الـ argmax. نشوف
  أنه الـ class اللي بعطيها أعلى probability من الـ 2 classes هدول.
  classes هذول. ... الـ negative ليش؟ هون 2 في 2 في 1، أيها 2 في 2 في 1،
  ولو قام مجموعة هذول الـ 2 مع بعض طبعاً ضرب ثلاث مرّات، ضربهم في بعض
  ثلاث مرّات لإنّه عنده 3 كلمات. الـ 3 كلمات. ... أني بتطلع على ...
  positive. فإذاً الجواب إنّه الـ class positive. طب، حد عندي سؤال لحد
  هون؟ ... آه حكسناهم إحنا، عصري هاي 6 هاي 3. 6 هاي 3. نسأله السيام
  شكله. إذاً هاي أعلى، الجواب minus. طب ما نقعد نوخذ استراحة جماعة، 10
  دبائق ونكمل. ... ... تمام يا جماعة، نعود. okay. ... optimizing for
  sentiment analysis إذاً يعني تطبيق الـ simple approach اللي شفناه قبل
  شوي ممكن ما تفيدنا كثير في الـ sentiment analysis لإنّه إلها اعتبارات
  معيّنة معينة، خلّنا نستعرض بعضها. إذاً for tasks like sentiment, word
  occurrence seems to be more important than word frequency. يعني ظهور
  كلمة مهم أكثر من مرّة تكرّرت، once إنها ظهرت كلمة fantastic مثلاً، حتى
  لو انذكرت مرتين أو ثلاث، خلّص، المهم إنها ظهرت في الـ document ممكن
  تعطينا انطباع. الـ 2 انطباع. the fact that it occurs 5 times may not
  tell us much more. إذاً هيك بلّش يروح ويحكّه عن الـ binary multinomial
  naïve base or binary NP. clip our word counts at 1. يعني بشوف كل
  document. إذاً ذكرت فيه الكلمة 5 مرات مرّات بشوفها زي كنا نذكرها مرّة
  واحدة فقط، هاضا هو الـ binary multinomial naiv-based. يعني كيف بتغيّر
  الـ algorithm اللي شفناه قبل شوي عشان أحسب الـ model parameter؟ بضيف
  هاي بس. remove duplicates in each document for each word type w in
  document j. document j. يعني إنت مش مش دمجنا كل الـ documents اللي هو
  بنفس الـ class الـ mega document، 1، لأ قبل ما أدمج صريت. إذاً كل
  document بشوف الكلمات المتكررة فيها اتكررت أكثر من مرّة، بخليها مرّة
  واحدة فقط، بعدين بكمّل الـ process زي ما هي. سيماهي. ... هون معطيني
  مثال وورجيني شو يعني، هاد شايف يعني 2 documents negative و 2 documents
  positive، وهي الـ counts هيك كانت. قلت لها الـ and مرتين في الـ
  positive، 0 في الـ negative، إلى آخره. هاد بدون الـ clipping only
  clipping. after pre-document binarization، تلف الوضع عندي هون شوي،
  صارت الـ counts مختلفة. لاحظوا هون كانت 3، هون شو صارت؟ 2. وهكذا.
  وهكذا، إذاً counts can still be 2, binarization is within document.
  هون على مستوى الـ document طبعاً يعني في الـ document الواحد بدّمت
  تنذكر مرتين بخليه بشوف إذا كانها مرّة واحدة، بس شو يعني الـ 2 هذي بدّه
  يحكيلك؟ ليش counts can still be 2؟ أكثر من document فيهم، أكثر من
  document في هذي الـ class فيهم كلمة great. great. فعلاً هون ... إحنا
  أنو الـ positive. وهي هم على البرد، مرتين. مرّتين. ... إذاً اللي بدّي
  أكتب لك إيّاه إنّه الـ binary multinomial naive Bayes وجدوا إنّه بعطوا
  نتائج في الـ sentiment analysis أفضل بعد ما عملنا هاد الـ trick
  الصغير، لكن الـ sentiment analysis والـ sentiment classification برضه
  في كثير tweaks you can conduct conduct وتعطيك نتائج أفضل. مثلاً
  dealing with negation. هلّأ والله مثلاً في كلمة like في الـ review،
  وأنا حطّرت قبلها didn't، مش ينعكس كل الـ polarity، انعكست. لأن ظهور
  كلمة like مش لازم بس لحاله أعتمد عليه، لازم أشوف الـ negation، والـ
  negation إلّه impact كبير بالعادة. كبير بالعادة. I really like this
  movie. I really do not like this movie. negation changes the meaning
  of like to negative. كيف بدي أهندله هلّأ؟ negation can also change
  negative to positive وبالعكس صحيح. عكس صحيح؟ ... إذاً إشوا في هاد
  البحث مثلاً شو عملوه؟ dealing with negation، كيف اتعامل مع الـ
  negation في الـ task بعد الـ sentiment analysis؟ رح أضافه الـ not
  underscore to every word between negation and the following
  punctuation. punctuation. يعني عمل إشي زي هيك، شاف هون الـ negation؟
  هاي الكلمة هاي الجملة الأصلية، وهون أوّل punctuation. راحوا لمّا شافوا
  الـ negation ضافوا not هون، not لهاي ولهاي ولهاي، ولـ movie برضه.
  movie برضه. إذاً شو حملهم إفعاليّات؟ زي كإنّه غيّروا الكلمات. ...
  المنطق فاضي ولّا شو رأيكم؟ ... يعني بمعنى آخر، ضاف كلمات جديدة على الـ
  negative class class، ورح توخذ counts 1 ومش موجودة هاي الكلمات وين؟ في
  الـ positive class. وبالتالي لو صدفت إجي عندك في الـ test dataset
  negation مع كلمة like، بيكون متدرّب بالضبط، وحتّي لو ما ذكر عدّة كلمات
  بعدها، مما يشوف الـ not نشوف الـ not، بيعتبرها من الـ class الـ
  negative. فهذا الـ trick بسيط، لإنّه ليه عادةً في الـ reviews لـ
  domain معيّن مثلاً في e-commerce system، بتكون الكلمات اللي في الـ
  domain هاضا محدودة. like the movie، the movie is fantastic، did not
  like the movie، يعني شغالات زي هيك، فإذا كان عندك انت عدد كبير من الـ
  reviews reviews إلّا الـ cases هاي تتكرّل كثير. ... شو من الشيء برضه
  المهم ممكن تعملها؟ ... اللي هي الـ sentiment classification في استخدام
  الـ lexicon. الـ lexicon. شو الـ lexicons؟ ذكرناها قبل هيك، اللي هي
  الـ dictionaries، يعني إنت بكون في عندك قائمة من المصطلحات أو الـ
  adjectives اللي عادةً تستخدم في الـ positive scenarios، و adjectives
  بتستخدم في الـ negative scenarios، بتكون موجودة عندك مسبقاً pre-built.
  pre-built، يعني بتجيبها من القاموس أو بتجيبها somewhere، وهدول كلهم مع
  بعض في الـ dictionary شو بسمّوه؟ lexicon. وفي different publicly
  available lexicons موجودة للـ assentiment analysis. كيف بيفيدني؟
  فيدني؟ أنا والله بشوف يعني إذا الكلمات، أو الكلمات اللي في الـ
  document هاد موجودة في الـ positive lexicon، يعني من ضمن الكلمات اللي
  معروفة مسبقاً ها positive، هاد هاد indicator قوي ممكن يساعدني إنّي
  أعتبر الـ document positive، مثلاً. هو إذا بيستعرضلي في هاي الأبحاث
  الأبحاث، مجموعة من المساهمات البحثية السابقة اللي جمّعوا فيها مجموعة
  من الكلمات الـ positive والـ negatives في لغات معيّنة، هون مثلاً في
  اللغة الإنجليزية، هون مثلاً بعض الكلمات الـ positive، negatives، إلّا
  بس السؤال اللي بطرح نفسه، هون برضه هاضو بحث آخر آخر، يعني إذا بتروح
  هالـ links بتتفرّج عليهم ممكن تنزلوهم تستخدموهم، بس السؤال اللي بيطرح
  نفسه هلّأ، كيف بدّه أستخدم هدول الـ dictionaries أو الـ lexicons في
  machine learning process زي الـ Naive Bayes؟ إحنا اتفقنا الـ Naive
  Bayes قبل شوي شوي شو هم الـ features فعلياً اللي بستخدمهم؟ الكلمات،
  تكرار الكلمات، الـ probability لكل كلمة given الـ class. بس هون عندي
  صار factor آخر بدّي أخذ في عنّي الاعتبار، اللي هو الكلمات الـ positive
  والكلمات الـ negative، يبدّي أدمج الشرقتين مع بعض. التال مع بعض. ...
  إذاً ممكن أن أستخدم الـ lexicons to add new features تدخل في الـ
  learning process. إذاً add a feature that gets a count whenever a word
  from the le- le- lexicon occurs. occur. إذاً a feature called this
  وإذاً شايف هاي اخترع feature جديد، this word occurs in the positive
  lexicon مش في عندك إنت هون الـ training that's set هون الـ label، إذاً
  بتروح تضيف feature جديد إنت هون هاي، شو تسميها؟ هاضا الاسم. و feature
  أخرى هون column جديد قوله مجديد، شو تسميه؟ باسم هاد. وقتها بتصير تشوف،
  بالـ document هاضا اللي أنا حالياً بدرسه، في كم كلمة ذكرت في ضمن
  المصطلحات الموجبة؟ 10 مثلاً، في كم كلمة انذكرت ضمن المصطلحات السالبة؟
  مثلاً 1. كتبناه الواحد. بصير في عندي features جديدة بالإضافة للـ other
  word features، إذاً في عندي صار two type of features، هاي نقطة مهمّة
  بجي، وبتميّز برضه استخدام الـ Naive Bayes. الـ Naive Bayes you can add
  any type of features to the existing word features in the learning
  process. learning process. ... إذاً هذول كلهم word features جايات من
  V. ... إذاً using one-two feature isn't as good as using all the
  words. طبعاً هو أنا بحكيلك يعني إنت ممكن أبسط إشي تعمل وشو تروح تسوي،
  تحطّلّك two features اللي هو هاض وهاض. وهاضا هاضا، والـ label. طبعاً
  بما إنّه عندك 2 features، إنت ممكن بمعادلة تحطّهم، بدّكش machine
  learning process. بس بقلّك يعني it's not a fig- يعني مش دائماً لمّا
  يكون في عندك قلمات كثير موجودات من الـ positive lexicon، هاضا بدل إنّه
  document positive، وقبل شوي ذكرنا شغلة الـ negation. وبالتالي still
  you need all the words in the documents okay. إذاً شفنا بالأخير كيف
  ممكن نضيف إحنا features من lexicons بعنيينهم مسبقّاً فيهم كلمات
  positive و negative، وندخلهم في الـ learning process process. هلّا هون
  learning sentiment lexicons، برضه هاي من الشغلات اللي نعمل عليها أبحاث
  كثير، إنّه والله أنا هاي الـ lexicons مش أروح أحطها manually عند كل
  مثلاً والله domain معيّن، لأ، أخلي الـ الـ climate فيه. فمن الـ
  algorithms اللي انشهرت في هاد المجال اللي هو الـ Terney algorithm
  بيمشي في 3 خطوات. إذاً شو الفكرة هلّا؟ إحنا عرفنا كيف استخدم الـ
  lexicons عشان نبني features، انساها هاي هلّا. هلّا كيف بدّه بني الـ
  lexicons؟ إنّه an automatic approach، وإستخدمها في خدمها في الـ
  learning process. extract a phra- phrasal lexicon from reviews. أوّل
  إشي بطلّع phrase من الـ reviews، phrases من الـ reviews، بعدين بحسب
  الـ polarity لكل phrase، قدّيش هو ممكن يكون موجب، قدّيش هو ممكن يكون
  negative، كل phrase. بعدين rate a review by the average polarity of
  its phrases. phrases. بعدين الـ review الكامل أو الـ document كامل
  باخذ الـ average لكل phrases اللي فيه as إيش؟ a polarity بيله. رح نشوف
  من خلال مثال. إذاً أول، أول خطوة، أول step شو هي كانت؟ امسك الـ
  document أو الـ review، اعمل extraction لـ phrases منه. كيف عملت الـ
  extraction كانت؟ كانت؟ كانت التم من خلال ... شوي صغير وسأحل مشكلة
  presentation phrases بقلّك يمشي على نمط معين أو مجموعة أنماط. كل ما
  تشوف adjective وبعده بيجي noun، بغض النظر شو إجا بعدهم، الكلمة الثالثة
  وما بعدهم، هاي بتاخذها as a phrase، بتعملها extraction للـ document.
  الـ document. إذا إجي عندك مثلاً adverb بعدين adjective، ورضو بتوخذهم
  هذول الكلمتين، وبشرط إنّه ما يكونش الكلمة الثالثة noun، noun معيّنة.
  ليه؟ لإنّه درسوا، درسوا linguistically درسوا إنّه فعلاً هذول إذا
  بتطبّق عليهم هذالقواعد، إنت رح تطلّع phrases وهي الـ phrases بيكونوا
  الـ polarity معيّنة، هاي الـ positive أو negative. negative أو
  negative. طب بتقلّي منين طلّعوا هاي إنّه الكلمة adjective ولّا noun
  ولّا adverb ولّا verb؟ فيّ عندنا task في الـ NLP شو اسمها؟ part of
  speech tagging، هاي الـ task أعطيها جملة بتقلّك كل كلمة شو ناعها؟
  طبعاً رح نيجيها إحنا هنيجيها إحنا، بس يعني إذاً نلاحظ هون كيف ترابط
  الـ tasks مع بعض، كيف ممكن task تلزمك في task ثاني، اللي هاي task الـ
  sentiment analysis زمني فيها الـ part of speech tag. فإذا انطبق وإنت
  ماشي على الكلمات اللي في الـ review معيّنة، في document معيّن، إذا
  انطبق إحدى هاي الأنماط، استخرج الـ phrase وخده as possible candidate.
  candidate. ... هلّا بعدين شو بتيجي بتعمل؟ بتيجي how to measure the
  polarity of each phrase، بدك تحسب الـ polarity، يعني قدّيش الـ score
  اللي بدّي أخذها كل phrase، بناءًع عيش، بناءًع الـ intuition التالي.
  الـtally. إذا الـ phrases اتكرّرت وانذكرت كثير قريب من excellent مع
  كلمة excellent، أنا أتوهاض الـ phrase بالعادة ممكن يكون positive، الـ
  polarity إله positive. إذا انذكر الـ phrase اللي عملتله extraction قبل
  شوي مع كلمة poor، ممكن يكون إيش؟ negative. بالـ معادلة، بالـ random
  variable x و y. يعني بتحسب قديش همّة عادةً بنذكره هذول الـ two random
  variables correlated a lot with each other، بنذكره كثير مع بعض. القيم
  الكبيرة فيهم تنذكر مع القيم الكبيرة، والقيم الصغيرة بتنذكر مع القيم
  الكبيرة، يعني correlated. correlated بالنسبة لكونهم not correlated أو
  ما فيش أي ارتباط أو علاقة بينات، معناه لو بدّه بسّطلك إيّاه هاي الـ
  mutual information، اتخيّل إنّه هدول الـ two random variables وإنّهم
  مش علاقة ببعض، معناته هاي independent، معناته هاي كيف ممكن تنكتب؟ p of
  x في p of y، مزبوط؟ Y مزبوط؟ معناته الـ bus بيروح مع المقام، معناته
  الـ log الـ 1، log الـ 1 كم؟ 0. فإذاً إذا كانوا independent الـ random
  variables، يعني بينذكروش مع بعض، بيجوش مع بعض، مع بعض، معناته الـ
  mutual information بيناتهم 0، وبتعلى كل ما كانوا إيش؟ depends on each
  other a lot. طب هاي إذاً عند point معيّنة، point-wise mutual
  information، عند point معيّنة بتوخذ هذا المقدار، مش عند كل الـ points.
  كل الـ points. هاي بتحسبّك عند كل الـ points اللي ممكن يحملها الـ two
  random variables، بس عند point معيّنة، هذول الـ two random variables،
  how correlated with each other؟ إذاً how much more do events X and Y
  occur than if they were independent؟ كل ما كانوا غير مرتبطات في بعض،
  كل ما كانت القيمة 0، كل ما كانوا مرتبطات ببعض رتبطات ببعض، بكل مكانة
  الكلمة أكبر من 0. وهذا بلّا شحكيلي عن الـ point-wise mutual
  information في سياق الكلمات. قدّيش هدول الكلمتين مرتبطات في بعض؟ مش
  إحنا قبل شوي شو كنّا نحكي؟ كنّا نحكي قدّيش الكلمة أو الـ phrase اللي
  إنت استخرجته مرتبط مع كلمة مين؟ كلمة مين؟ excellent. ... الـ phrase
  اللي طلعتك قديش مرتبط مع كلمة excellent. إذا كان رجعت لـ 0، هانا تبين
  تكرروا إش مع بعض نهائياً هادول. طيّب، إذاً كيف يمكن حسابها زي ما
  حكينا؟ log بالأساس للـ probability للـ joint الـ joint distribution
  بين آتم على الـ probability الأول ضار الـ probability الثاني. خلّنا
  نستخدم هاي المعادلة هلّأ. ... query search engine في عندك الكلمات
  التالية، probability للـ word والـ probability للـ probability للـ
  joint distribution بيناتهم. كيف بدّك تحسب probability للكلمة معيّن؟ عد
  كم مرّة انذكرت الكلمة على عدد، فإش مشكلة فيها؟ أو لّا؟ احتماليّة الكلّ
  اللي كلمتين ارتبطوا مع بعض، كلمتين ارتبطات مع بعض، كم مرّة الكلمتين
  انذكروا near to each other، next to each other، or close to each
  other، على أنتر بيء.

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : CV_20260316
  Segments total  : 79
  Flagged         : 1
  Duration        : 1644.5 s
  Segs w/ ref     : 79

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.8587       0.7247     0.5320
  Fine-tuned                    0.3376       0.2445     0.1221
  Improvement                  +0.5211      +0.4802    +0.4099

  Auto-flagged segments:
    segment_804: ['no_arabic (arabic_ratio=0.00)', 'too_sparse (wps=0.22)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  ──────────────────── ────── ──────── ──────── ──────── ─────
  segment_732            23.6   0.2500   0.9615   0.0940    no
  segment_733            23.6   0.3056   0.6528   0.0804    no
  segment_734            20.4   0.2045   1.2727   0.0607    no
  segment_735            15.1   0.2391   0.7391   0.1206    no
  segment_736            25.0   0.4030   0.5672   0.1528    no
  segment_737            18.3   0.2895   0.6316   0.0939    no
  segment_738            22.0   0.3600   0.7800   0.1338    no
  segment_739            24.5   0.3036   0.8036   0.0974    no
  segment_740            23.5   0.3125   1.2708   0.1027    no
  segment_741            23.2   0.2292   0.6875   0.0746    no
  segment_742            25.5   0.2090   0.5224   0.0590    no
  segment_743            23.4   0.3623   1.0000   0.1319    no
  segment_744            20.3   0.3774   0.6792   0.1103    no
  segment_745            20.6   0.5833   1.0000   0.2121    no
  segment_746            19.9   0.1562   0.4375   0.0870    no
  segment_747            18.2   0.4773   0.6818   0.1694    no
  segment_748            15.3   0.2963   0.7778   0.0839    no
  segment_749            12.9   0.4000   0.6400   0.1064    no
  segment_750            26.4   0.3026   0.6447   0.0921    no
  segment_751            22.3   0.3333   3.2029   0.1070    no
  segment_752            11.8   0.3462   0.5769   0.1128    no
  segment_753            19.8   0.2558   0.8837   0.0726    no
  segment_754            24.8   0.3284   0.7761   0.0927    no
  segment_755            25.0   0.3438   0.7031   0.0874    no
  segment_756            29.3   0.2329   0.7260   0.0748    no
  segment_757            22.9   0.3111   0.5111   0.0820    no
  segment_758            27.8   0.2105   0.5395   0.0879    no
  segment_759            15.1   0.4103   2.6667   0.1359    no
  segment_760            25.0   0.1935   1.0000   0.0381    no
  segment_761            25.0   0.1774   0.5484   0.0585    no
  segment_762            14.2   0.2812   0.7188   0.0920    no
  segment_763            25.2   0.4030   1.3582   0.1634    no
  segment_764            22.9   0.3387   0.5323   0.1138    no
  segment_765            22.1   0.2034   0.6102   0.0682    no
  segment_766            23.8   0.5000   0.5833   0.1950    no
  segment_767            18.7   0.3966   0.6379   0.2267    no
  segment_768            13.8   0.5476   0.6905   0.2448    no
  segment_769            15.9   0.5111   0.7778   0.2388    no
  segment_770            22.7   0.3115   0.6393   0.0872    no
  segment_771            25.0   0.4937   0.7595   0.1841    no
  segment_772            18.0   0.6129   0.8387   0.2697    no
  segment_773            29.6   0.2955   0.5682   0.1104    no
  segment_774            10.7   0.1667   0.7000   0.0625    no
  segment_775            19.9   0.2549   1.5490   0.0766    no
  segment_776            19.9   0.3514   0.8108   0.0977    no
  segment_777            23.9   0.3710   0.8548   0.0966    no
  segment_778            18.4   0.5750   0.7000   0.2178    no
  segment_779            20.2   0.3000   0.6800   0.1407    no
  segment_780            23.7   0.1695   0.8475   0.0426    no
  segment_781            18.5   0.2368   0.3158   0.0683    no
  segment_782            19.8   0.2941   0.8824   0.0737    no
  segment_783            16.5   0.3659   0.6341   0.1400    no
  segment_784            25.0   0.4286   0.8730   0.1322    no
  segment_785            16.6   0.4722   6.1944   0.1176    no
  segment_786            24.7   0.3158   0.9825   0.1172    no
  segment_787            18.0   0.5556   0.6667   0.2519    no
  segment_788            24.5   0.2889   0.5778   0.1149    no
  segment_789            15.2   0.4286   1.0000   0.1963    no
  segment_790            23.9   0.2500   0.8333   0.0686    no
  segment_791            19.6   0.2586   0.5000   0.0551    no
  segment_792            15.7   0.2093   0.8837   0.0464    no
  segment_793            20.7   0.2969   0.3281   0.1534    no
  segment_794            18.2   0.2128   0.2766   0.0690    no
  segment_795            24.9   0.3467   0.5733   0.1231    no
  segment_796            20.7   0.5111   0.8667   0.2076    no
  segment_797            22.6   0.3871   0.8226   0.1290    no
  segment_798            21.2   0.2609   0.7391   0.0928    no
  segment_799            19.2   0.4615   0.5385   0.1775    no
  segment_800            23.3   0.2963   0.5926   0.0816    no
  segment_801            23.1   0.3721   0.7674   0.1608    no
  segment_802            23.2   0.2281   0.5263   0.0863    no
  segment_803            20.1   0.2045   1.3864   0.0576    no
  segment_804            13.8   0.7143   1.0000   0.4483   YES
  segment_805            18.1   0.2787   0.4754   0.0878    no
  segment_806            14.2   0.5000   0.5714   0.1757    no
  segment_807            24.0   0.3714   0.5000   0.1662    no
  segment_808            10.7   0.1515   0.9091   0.0552    no
  segment_809            25.0   0.3226   0.4355   0.1086    no
  segment_810            24.7   0.3607   0.4426   0.1388    no

  Full transcript (fine-tuned, unflagged segments):
  --------------------------------------------------------------------
  t0 و t1. طيّب، بتحكيلي شو يعني؟ بحكيلك نفس الشي، إذا إنت، هاي عطوه،
  إذا إنت أقل، إذا إنت أعلى من t0 يا عمّي، إذا إنت أعلى من t0 معناته إنت
  برّا الـ edge، إذا أقل من t0 إنت جوّا الـ edge، كـ edge أنا بحكي، إنّك
  داخل الـ edge or not. طيب جميل، بعناته إنت شطبت كل شيء، وإذا كان الـ
  threshold عالي، عالي فبالتالي رح تكون إنت معنتكيش قدرة إنك تمسك الـ
  edges رح ترجع الـ image almost زي ما هي. بالتالي this could be a
  problem. الـ threshold اللي أخذناه، الطريقة الأولى الـ الـ هابلة إنّك
  إنت حكيتله هل إنت أعلى من الـ threshold؟ هاو قال إنت أقل من الـ
  threshold. طب شو الحل؟ في حل smart أفضل إنّك تاخد 2 thresholds T0 على
  الـ gauss. نرجع لمشكلة الـ first derivative، المشكلة الـ first
  derivative الـ thresholding، إذا إنت زلت الـ thresholding بتشطب، وإذا
  إنت قلّلت الـ thresholding بتخلي بتطلع عندك fake fake points أو edges.
  فبالتالي if you increase، if الـ threshold كان صغير جداً الـ
  threshold، معناته شو سوينا يا جماعة الخيار؟ أخذنا الـ Laplace للـ
  Gauss، وبالتالي رح تكون النتيجة anyways أفضل يعني، فهون مجرد 0
  crossing، هاي الـ 0 crossing، هاي الـ points اللي طلعت عندي أكيد الجز،
  ليش؟ لانت واضع on 0 crossing على الـ Laplace، على الـ Gauss. مطارح الـ
  edge. ما أفرقش كتير، اللهم إحنا عملنا gauss، وبعدين أخذنا labless،
  يعني ما استغلناش على الـ image فوراً f of x، لأ أخذنا gaussian oval
  image، وبعدين إعملنا labless، وهذا الحق اللي هيقادي إلى better
  results، أفضل بكتير، هذا just مثال عليها كيف جبنا الـ image، أخذنا
  sobel gradients عليها، إعملنا الـ smoothing في زلمتنا gauss، بعدين شو
